Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,10.01487494,76.31151259,Kerala
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,4,Satisfactory,26.81044333,80.89074,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.16595128,77.31552149,Maharashtra
Vodafone,Outdoor,4G,1,Poor Network,22.2936346,70.8052231,Gujarat
RJio,Outdoor,4G,4,Satisfactory,23.2277167,77.4323551,Madhya Pradesh
Idea,Indoor,4G,3,Poor Network,19.2290626,73.1617293,Maharashtra
Airtel,Indoor,Unknown,5,Satisfactory,22.7234053,88.3861507,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.7232992,88.3864159,West Bengal
Vodafone,Outdoor,3G,4,Satisfactory,28.6576079,77.4349368,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.6575482,77.4349636,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.47706529,88.36651521,West Bengal
Airtel,Outdoor,3G,5,Satisfactory,13.0672724,77.55425877,Karnataka
RJio,Travelling,4G,5,Satisfactory,22.4273449,88.4229102,West Bengal
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Vodafone,Travelling,4G,5,Satisfactory,23.80778,87.80579333,West Bengal
RJio,Travelling,4G,3,Satisfactory,13.0296095,80.2627581,Tamil Nadu
BSNL,Travelling,Unknown,5,Satisfactory,26.22478526,91.69843539,Assam
RJio,Outdoor,4G,4,Satisfactory,23.22752249,77.43230787,Madhya Pradesh
Airtel,Indoor,4G,1,Poor Network,28.71950592,77.15448909,NCT
RJio,Indoor,4G,4,Satisfactory,20.67366618,75.35418684,Maharashtra
Idea,Indoor,3G,1,Satisfactory,-1,-1,
Airtel,Outdoor,4G,5,Satisfactory,28.5709959,77.38676553,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,20.67366618,75.35418684,Maharashtra
RJio,Indoor,4G,5,Satisfactory,26.935915,75.735715,Rajasthan
Vodafone,Outdoor,3G,5,Satisfactory,23.80778,87.80579333,West Bengal
Idea,Indoor,3G,1,Satisfactory,22.9964172,77.0545238,Madhya Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,-1,-1,
Vodafone,Indoor,3G,4,Satisfactory,28.669523,77.4408917,Uttar Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Travelling,4G,1,Poor Network,17.92749548,73.97568658,Maharashtra
Vodafone,Outdoor,4G,5,Satisfactory,23.80778,87.80579333,West Bengal
Vodafone,Outdoor,4G,5,Satisfactory,23.80778,87.80579333,West Bengal
RJio,Indoor,4G,2,Satisfactory,23.25773093,77.3977995,Madhya Pradesh
Vodafone,Indoor,4G,4,Satisfactory,30.39074833,76.86585667,Haryana
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Satisfactory,-1,-1,
BSNL,Indoor,2G,1,Call Dropped,22.63239802,88.37334733,West Bengal
Vodafone,Outdoor,3G,5,Satisfactory,23.80778,87.80579333,West Bengal
RJio,Indoor,4G,1,Poor Network,-1,-1,
BSNL,Indoor,2G,2,Satisfactory,22.63239802,88.37334733,West Bengal
RJio,Indoor,4G,3,Satisfactory,17.48204212,78.41517974,Telangana
RJio,Indoor,4G,1,Call Dropped,-1,-1,
BSNL,Indoor,2G,4,Satisfactory,-1,-1,
RJio,Indoor,Unknown,1,Satisfactory,22.4471476,88.39828599,West Bengal
Airtel,Outdoor,Unknown,5,Satisfactory,13.11217367,79.95603759,Tamil Nadu
Airtel,Indoor,2G,1,Poor Network,-1,-1,
Airtel,Indoor,Unknown,1,Poor Network,-1,-1,
Airtel,Indoor,4G,1,Poor Network,-1,-1,
RJio,Travelling,4G,5,Satisfactory,19.16595128,77.31552149,Maharashtra
Vodafone,Travelling,Unknown,1,Poor Network,21.1471101,72.80931866,Gujarat
Airtel,Indoor,3G,3,Poor Network,12.8818838,77.7346569,Karnataka
RJio,Outdoor,4G,1,Poor Network,-1,-1,
Vodafone,Outdoor,Unknown,5,Satisfactory,21.92000008,82.77999878,Chhattisgarh
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38494709,78.47670839,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38490468,78.47661719,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,21.92000008,82.77999878,Chhattisgarh
Idea,Outdoor,Unknown,5,Satisfactory,21.92000008,82.77999878,Chhattisgarh
Idea,Outdoor,3G,5,Satisfactory,21.92000008,82.77999878,Chhattisgarh
Vodafone,Indoor,Unknown,5,Satisfactory,12.9481986,77.7106896,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.9477943,77.7124105,Karnataka
RJio,Outdoor,4G,5,Satisfactory,17.25482491,82.53738431,Andhra Pradesh
RJio,Indoor,4G,3,Satisfactory,13.0296095,80.2627581,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,5,Satisfactory,28.62863996,77.43548768,Uttar Pradesh
Idea,Indoor,3G,3,Poor Network,31.33628,75.6096237,Punjab
Airtel,Indoor,4G,5,Satisfactory,28.68635597,77.30190085,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,26.74812132,88.44300825,West Bengal
RJio,Outdoor,4G,5,Satisfactory,23.8230583,86.477382,Jharkhand
Airtel,Indoor,4G,1,Call Dropped,12.9130315,80.0889864,Tamil Nadu
Idea,Indoor,Unknown,5,Satisfactory,13.02290167,76.09713,Karnataka
Airtel,Indoor,4G,5,Satisfactory,12.8818838,77.7346569,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.9911281,77.5494438,Karnataka
RJio,Indoor,4G,4,Satisfactory,19.16595128,77.31552149,Maharashtra
Vodafone,Indoor,4G,2,Call Dropped,28.74196333,77.12890833,NCT
Airtel,Indoor,2G,1,Poor Network,27.6264406,78.128753,Uttar Pradesh
Vodafone,Indoor,3G,4,Satisfactory,28.6727722,77.4401759,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,17.4955095,78.3954097,Telangana
RJio,Travelling,4G,4,Satisfactory,26.0213414,89.9925556,Assam
Vodafone,Indoor,3G,2,Poor Network,28.74196333,77.12890833,NCT
RJio,Indoor,4G,4,Satisfactory,12.991105,77.549476,Karnataka
BSNL,Indoor,3G,1,Poor Network,-1,-1,
RJio,Indoor,4G,4,Satisfactory,12.991105,77.549476,Karnataka
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Idea,Outdoor,4G,1,Call Dropped,19.2335367,73.1535007,Maharashtra
Vodafone,Outdoor,Unknown,2,Call Dropped,-1,-1,
Vodafone,Indoor,Unknown,3,Poor Network,-1,-1,
Vodafone,Travelling,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,4,Satisfactory,10.02828071,76.31162069,Kerala
BSNL,Indoor,Unknown,3,Poor Network,10.00875252,76.36144483,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03000059,76.32594568,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.0322925,76.325233,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03267025,76.32458754,Kerala
BSNL,Indoor,Unknown,5,Satisfactory,10.03267025,76.32458754,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.0147691,76.3684677,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.01994238,76.34610051,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.00797501,76.36101988,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03257784,76.32509021,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.01496593,76.36413716,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.01491514,76.36410586,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03233571,76.32525885,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03234698,76.32515341,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.01817455,76.34513452,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03241525,76.32498968,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.0322834,76.3254399,Kerala
BSNL,Indoor,Unknown,2,Poor Network,10.03231579,76.3252327,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03231579,76.3252327,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.01532096,76.36741062,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03236247,76.32499979,Kerala
BSNL,Indoor,Unknown,5,Satisfactory,10.0323559,76.3259118,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03217828,76.3252407,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03217828,76.3252407,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03217828,76.3252407,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03217828,76.3252407,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.03246823,76.32467622,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,9.9863689,76.3025673,Kerala
BSNL,Indoor,Unknown,4,Satisfactory,10.0147961,76.3684714,Kerala
RJio,Indoor,4G,4,Satisfactory,12.991105,77.549476,Karnataka
Vodafone,Indoor,3G,4,Satisfactory,21.1338708,72.80352191,Gujarat
RJio,Outdoor,4G,5,Satisfactory,23.065856,72.5593193,Gujarat
Airtel,Indoor,3G,4,Satisfactory,13.02070471,77.68418568,Karnataka
RJio,Indoor,4G,3,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,13.0173686,77.6853533,Karnataka
RJio,Indoor,4G,3,Poor Network,19.16595128,77.31552149,Maharashtra
RJio,Indoor,4G,3,Poor Network,19.16595128,77.31552149,Maharashtra
RJio,Indoor,4G,1,Poor Network,-1,-1,
BSNL,Indoor,Unknown,3,Poor Network,12.88365148,77.56649999,Karnataka
RJio,Indoor,4G,1,Poor Network,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,16.60638896,80.96774863,Andhra Pradesh
RJio,Indoor,4G,2,Poor Network,-1,-1,
RJio,Indoor,4G,3,Satisfactory,19.16595128,77.31552149,Maharashtra
Vodafone,Indoor,Unknown,2,Poor Network,19.20720988,72.95678118,Maharashtra
Airtel,Travelling,3G,2,Satisfactory,17.7323661,83.3101384,Andhra Pradesh
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Poor Network,17.5131126,78.4757565,Telangana
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Travelling,4G,2,Satisfactory,23.25773093,77.3977995,Madhya Pradesh
BSNL,Indoor,3G,5,Satisfactory,22.63239802,88.37334733,West Bengal
RJio,Indoor,4G,4,Satisfactory,12.991105,77.549476,Karnataka
Idea,Outdoor,Unknown,4,Satisfactory,19.4202594,72.81856374,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,28.6576045,77.4349231,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Indoor,4G,4,Satisfactory,12.991105,77.549476,Karnataka
RJio,Indoor,4G,3,Satisfactory,12.22115222,79.05491083,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,12.22115222,79.05491083,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,12.22115222,79.05491083,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,12.22109851,79.05494267,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,12.22106172,79.05483653,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,21.24622532,81.64724279,Chhattisgarh
RJio,Indoor,4G,2,Call Dropped,-1,-1,
Idea,Indoor,3G,1,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,10.5253677,76.1996227,Kerala
Airtel,Indoor,3G,4,Satisfactory,13.0173861,77.6853495,Karnataka
RJio,Indoor,4G,3,Satisfactory,22.518875,88.32368667,West Bengal
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,20.66835677,75.35593462,Maharashtra
RJio,Indoor,4G,5,Satisfactory,28.4801998,77.0140087,Haryana
Airtel,Indoor,3G,1,Call Dropped,22.74704865,75.90686171,Madhya Pradesh
RJio,Outdoor,4G,1,Satisfactory,17.46877667,78.44327167,Telangana
RJio,Indoor,4G,4,Satisfactory,15.5026596,80.0375992,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5026596,80.0375992,Andhra Pradesh
Idea,Indoor,3G,1,Poor Network,-1,-1,
BSNL,Indoor,3G,3,Satisfactory,13.09380353,80.19814549,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,22.63239802,88.37334733,West Bengal
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,5,Satisfactory,22.7003044,88.385675,West Bengal
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
Airtel,Indoor,4G,5,Satisfactory,19.38662069,72.82344406,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.47467679,88.39295619,West Bengal
RJio,Outdoor,4G,1,Poor Network,23.8186383,86.4789619,Jharkhand
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,25.62586332,85.09432339,Bihar
RJio,Outdoor,4G,5,Satisfactory,23.8186383,86.4789619,Jharkhand
Airtel,Indoor,2G,3,Satisfactory,21.11441833,79.10417333,Maharashtra
Idea,Travelling,3G,3,Satisfactory,29.19262028,79.5083632,Uttarakhand
RComm,Indoor,2G,1,Poor Network,19.19778376,72.79758665,Maharashtra
RComm,Indoor,2G,1,Poor Network,12.246956,-69.065625,
RJio,Indoor,4G,5,Satisfactory,31.53587,75.89443833,Punjab
RJio,Indoor,4G,2,Poor Network,28.52117758,77.08168983,Haryana
Airtel,Indoor,Unknown,2,Poor Network,-1,-1,
RJio,Travelling,4G,4,Satisfactory,19.38449194,74.79339467,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.4803837,88.4049654,West Bengal
Airtel,Indoor,3G,1,Poor Network,28.71950592,77.15448909,NCT
RComm,Indoor,2G,2,Poor Network,30.354521,76.804442,Haryana
Vodafone,Indoor,Unknown,5,Satisfactory,22.63239802,88.37334733,West Bengal
Vodafone,Indoor,Unknown,5,Satisfactory,22.63239802,88.37334733,West Bengal
Vodafone,Travelling,4G,4,Satisfactory,19.09174552,72.86152023,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Travelling,4G,5,Satisfactory,26.30671638,86.74888241,Bihar
RJio,Indoor,4G,3,Satisfactory,22.79775142,86.2039412,Jharkhand
BSNL,Indoor,Unknown,3,Poor Network,12.88365148,77.56649999,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,22.63239802,88.37334733,West Bengal
Airtel,Indoor,3G,4,Satisfactory,13.0173686,77.6853533,Karnataka
Airtel,Indoor,3G,4,Satisfactory,13.0173686,77.6853533,Karnataka
Airtel,Indoor,3G,4,Satisfactory,13.01739335,77.68534713,Karnataka
BSNL,Indoor,4G,2,Satisfactory,19.3540313,75.2241566,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,18.6989315,81.24827371,Chhattisgarh
Airtel,Indoor,3G,5,Satisfactory,13.01739335,77.68534713,Karnataka
Vodafone,Indoor,3G,3,Satisfactory,23.80778,87.80579333,West Bengal
RJio,Indoor,4G,1,Poor Network,-1,-1,
Vodafone,Indoor,Unknown,1,Call Dropped,26.7894931,80.8973669,Uttar Pradesh
RJio,Indoor,4G,3,Poor Network,19.1814454,74.0936022,Maharashtra
BSNL,Outdoor,Unknown,3,Satisfactory,28.58715931,77.79303441,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,22.5729611,88.3582792,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,12.28011682,76.64656946,Karnataka
RJio,Indoor,4G,3,Satisfactory,13.0296095,80.2627581,Tamil Nadu
Airtel,Outdoor,4G,5,Satisfactory,26.7795766,82.1494349,Uttar Pradesh
RJio,Indoor,4G,1,Poor Network,28.52117758,77.08168983,Haryana
BSNL,Indoor,2G,1,Call Dropped,9.4185619,77.4960815,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,13.0536639,80.15979397,Tamil Nadu
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Outdoor,Unknown,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,23.22743365,77.43115807,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,23.22743365,77.43115807,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,4G,3,Satisfactory,27.58558513,76.81131735,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,23.22743365,77.43115807,Madhya Pradesh
RJio,Outdoor,4G,1,Call Dropped,19.0703369,73.0120357,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Indoor,3G,2,Poor Network,13.0110511,77.7024609,Karnataka
RJio,Travelling,4G,3,Poor Network,24.81720493,85.00484989,Bihar
RJio,Indoor,4G,3,Satisfactory,28.52920667,77.210675,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,1,Poor Network,13.0110511,77.7024609,Karnataka
Airtel,Indoor,4G,1,Poor Network,13.0110511,77.7024609,Karnataka
Airtel,Indoor,Unknown,1,Poor Network,13.0110511,77.7024609,Karnataka
Airtel,Indoor,3G,2,Poor Network,13.0110511,77.7024609,Karnataka
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
Vodafone,Indoor,Unknown,5,Satisfactory,29.86812187,77.87930017,Uttarakhand
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,
Vodafone,Outdoor,4G,4,Satisfactory,28.67593328,77.32130804,Uttar Pradesh
Vodafone,Travelling,2G,5,Satisfactory,31.9209775,75.6223005,Punjab
Vodafone,Travelling,2G,5,Satisfactory,31.9209775,75.6223005,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.3283316,75.588617,Punjab
Vodafone,Travelling,2G,5,Satisfactory,31.9209775,75.6223005,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.3283316,75.588617,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.3330611,75.5871956,Punjab
Vodafone,Travelling,2G,5,Satisfactory,31.9209775,75.6223005,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.3283316,75.588617,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.3330611,75.5871956,Punjab
Vodafone,Travelling,3G,5,Satisfactory,31.330146,75.5922548,Punjab
Vodafone,Travelling,3G,5,Satisfactory,30.4786143,76.5890203,Punjab
RJio,Indoor,4G,5,Satisfactory,20.28796535,85.86501514,Odisha
RJio,Indoor,4G,4,Satisfactory,12.9307192,77.5864667,Karnataka
Vodafone,Outdoor,3G,3,Satisfactory,19.02479299,72.83770823,Maharashtra
BSNL,Indoor,Unknown,1,Satisfactory,20.7268446,83.4927648,Odisha
RJio,Indoor,4G,1,Call Dropped,-1,-1,
Vodafone,Outdoor,3G,3,Satisfactory,28.63138258,77.22963232,NCT
Vodafone,Outdoor,3G,3,Satisfactory,28.63138258,77.22963232,NCT
Vodafone,Outdoor,3G,3,Satisfactory,28.63138258,77.22963232,NCT
Vodafone,Outdoor,3G,3,Satisfactory,28.6336545,77.34097031,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.6336545,77.34097031,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.6337169,77.3401733,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.56280717,77.39988201,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.63939279,77.3693055,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.63939279,77.3693055,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.63939279,77.3693055,Uttar Pradesh
Vodafone,Outdoor,3G,3,Satisfactory,28.63939279,77.3693055,Uttar Pradesh
Airtel,Outdoor,4G,5,Satisfactory,28.44986528,76.98728218,Haryana
Airtel,Travelling,4G,5,Satisfactory,28.45029222,76.98708088,Haryana
Airtel,Indoor,3G,5,Satisfactory,28.4498854,76.9871642,Haryana
Airtel,Indoor,4G,5,Satisfactory,28.497301,77.0863387,Haryana
Airtel,Indoor,4G,5,Satisfactory,28.4973111,77.0863,Haryana
Airtel,Travelling,3G,5,Satisfactory,28.52916127,77.10346116,Haryana
Airtel,Outdoor,4G,1,Poor Network,28.4498071,76.9871689,Haryana
Airtel,Indoor,4G,2,Poor Network,28.69663597,77.17020783,NCT
Vodafone,Indoor,4G,3,Call Dropped,-1,-1,
Airtel,Indoor,4G,1,Satisfactory,23.34756109,85.29294993,Jharkhand
RJio,Indoor,4G,1,Call Dropped,-1,-1,
RJio,Indoor,4G,4,Satisfactory,28.47342667,77.095475,Haryana
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,28.4725322,77.0184829,Haryana
BSNL,Indoor,Unknown,2,Poor Network,12.88365148,77.56649999,Karnataka
RJio,Indoor,4G,3,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Call Dropped,25.15131645,73.12512985,Rajasthan
Airtel,Indoor,3G,2,Call Dropped,28.4498659,76.9871277,Haryana
RJio,Indoor,4G,4,Satisfactory,12.9307198,77.5864669,Karnataka
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Idea,Indoor,4G,3,Poor Network,23.7387153,86.3439699,Jharkhand
Idea,Indoor,4G,3,Poor Network,23.7452635,86.3348208,Jharkhand
Idea,Indoor,4G,3,Poor Network,23.7360433,86.3440613,Jharkhand
BSNL,Outdoor,Unknown,5,Satisfactory,17.41741,78.45547667,Telangana
BSNL,Indoor,Unknown,5,Satisfactory,17.41741,78.45547667,Telangana
BSNL,Indoor,Unknown,4,Satisfactory,24.11013586,88.25643154,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.841845,75.2286699,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8418415,75.2286785,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.841845,75.2286699,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8418415,75.2286785,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.841845,75.2286699,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.841845,75.2286699,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
RJio,Indoor,4G,2,Poor Network,28.52117758,77.08168983,Haryana
BSNL,Outdoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Outdoor,Unknown,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,1,Satisfactory,27.6654951,78.1712099,Uttar Pradesh
Airtel,Indoor,3G,1,Satisfactory,27.6298616,78.1357284,Uttar Pradesh
Airtel,Indoor,3G,1,Satisfactory,27.6324009,78.1465655,Uttar Pradesh
Airtel,Travelling,2G,1,Satisfactory,27.640848,78.1317485,Uttar Pradesh
Airtel,Indoor,2G,1,Satisfactory,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,4G,1,Satisfactory,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,3G,1,Satisfactory,27.6264406,78.128753,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.47692623,88.36708656,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.9774802,77.51748917,Karnataka
Airtel,Outdoor,2G,1,Poor Network,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6272556,78.1338691,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6272556,78.1338691,Uttar Pradesh
Airtel,Outdoor,3G,1,Satisfactory,27.6298616,78.1357284,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6536253,78.1245118,Uttar Pradesh
Airtel,Outdoor,2G,1,Poor Network,27.6272556,78.1338691,Uttar Pradesh
Airtel,Outdoor,3G,1,Satisfactory,27.6298616,78.1357284,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,27.6264406,78.128753,Uttar Pradesh
Airtel,Indoor,Unknown,3,Satisfactory,28.71507667,77.6785,Uttar Pradesh
RJio,Travelling,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
Vodafone,Indoor,2G,2,Call Dropped,13.03837204,80.21244898,Tamil Nadu
Vodafone,Indoor,2G,4,Satisfactory,13.03837204,80.21244898,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,26.73520325,88.4068372,West Bengal
RJio,Travelling,4G,4,Satisfactory,19.7780631,75.1899484,Maharashtra
Airtel,Travelling,3G,1,Call Dropped,26.87733763,75.77841973,Rajasthan
BSNL,Indoor,3G,3,Satisfactory,13.09377143,80.19786483,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,28.47342667,77.095475,Haryana
Airtel,Indoor,Unknown,4,Satisfactory,28.47292167,77.08999667,Haryana
